,Sr No,Date,Startup Name,Industry Vertical,SubVertical,City,Investors,Investment Type,Amount in USD,Funding_Category,Amount in Rs(Cr),Funding_Round,Investor_Rank_x,Power_Score_x,Investor_Rank_y,Power_Score_y,Influence_Index,Final_Rank
4965,2591,07-07-2015,IndiaLends,Financial Tech,Online Lending Platform,New Delhi,"""dsg consumer partners""",private equity,1750000,Large,15.91975,Private Equity,207,0.892148645,207,0.892148645,0.040562699,111
4966,2591,07-07-2015,IndiaLends,Financial Tech,Online Lending Platform,New Delhi,"""  siddharth parekh""",private equity,1750000,Large,15.91975,Private Equity,495,0.431824532,495,0.431824532,0.004172892,648
4967,2592,08-07-2015,Quinto,Food Discovery App,Online Lending Platform,Pune,"""jaydeep barman""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
4968,2593,08-07-2015,Saavn,Music Streaming App,Online Lending Platform,Mumbai,"""tiger global management""",private equity,100000000,Very Large,909.7,Private Equity,19,0.994132439,19,0.994132439,0.143208742,23
4969,2593,08-07-2015,Saavn,Music Streaming App,Online Lending Platform,Mumbai,"""  bertelsmann india""",private equity,100000000,Very Large,909.7,Private Equity,77,0.969963677,77,0.969963677,0.03323137,146
4970,2593,08-07-2015,Saavn,Music Streaming App,Online Lending Platform,Mumbai,"""  steadview capital""",private equity,100000000,Very Large,909.7,Private Equity,15,0.995529478,15,0.995529478,0.128531963,30
4971,2593,08-07-2015,Saavn,Music Streaming App,Online Lending Platform,Mumbai,"""  liberty media""",private equity,100000000,Very Large,909.7,Private Equity,95,0.960743224,95,0.960743224,0.030514468,165
4972,2593,08-07-2015,Saavn,Music Streaming App,Online Lending Platform,Mumbai,"""  mousse partners""",private equity,100000000,Very Large,909.7,Private Equity,67,0.976669461,67,0.976669461,0.038876059,118
4973,2593,08-07-2015,Saavn,Music Streaming App,Online Lending Platform,Mumbai,"""  quilvest""",private equity,100000000,Very Large,909.7,Private Equity,95,0.960743224,95,0.960743224,0.030514468,165
4974,2594,08-07-2015,Flytxt,Big Data & Analytics platform,Online Lending Platform,Mumbai / Global,"""sunrise capital gmbh""",private equity,11000000,Very Large,100.067,Private Equity,315,0.805671975,315,0.805671975,0.006652888,568
4975,2594,08-07-2015,Flytxt,Big Data & Analytics platform,Online Lending Platform,Mumbai / Global,"""  big data investments b.v""",private equity,11000000,Very Large,100.067,Private Equity,315,0.805671975,315,0.805671975,0.006652888,568
4976,2595,08-07-2015,Axtria,Big Data & Analytics platform,Online Lending Platform,India / US,"""helion venture partners""",private equity,30000000,Very Large,272.91,Private Equity,146,0.934898016,146,0.934898016,0.033325386,145
4977,2595,08-07-2015,Axtria,Big Data & Analytics platform,Online Lending Platform,India / US,""" amarpreet sawhney""",private equity,30000000,Very Large,272.91,Private Equity,193,0.903045543,193,0.903045543,0.011746933,380
4978,2595,08-07-2015,Axtria,Big Data & Analytics platform,Online Lending Platform,India / US,"""  deshpande foundation""",private equity,30000000,Very Large,272.91,Private Equity,193,0.903045543,193,0.903045543,0.011746933,380
4979,2595,08-07-2015,Axtria,Big Data & Analytics platform,Online Lending Platform,India / US,"""  fred khosravi""",private equity,30000000,Very Large,272.91,Private Equity,193,0.903045543,193,0.903045543,0.011746933,380
4980,2595,08-07-2015,Axtria,Big Data & Analytics platform,Online Lending Platform,India / US,"""  richard s. braddock""",private equity,30000000,Very Large,272.91,Private Equity,193,0.903045543,193,0.903045543,0.011746933,380
4981,2596,08-07-2015,33Coupons,Coupon Aggregator Platform,Online Lending Platform,Kanpur,"""not disclosed""",seed funding,20000,Small,0.18194,Seed,669,0.000279408,669,0.000279408,0.003709066,807
4982,2597,08-07-2015,Ampere,Electric Scooter manufacturer,Online Lending Platform,Coimbatore,"""ratan tata""",seed funding,1750000,Large,15.91975,Seed,149,0.928751048,149,0.928751048,0.113855706,35
4983,2598,08-07-2015,Hopping Chef,Online Food-Tech Platform,Online Lending Platform,Mumbai,"""mirah hospitality""",seed funding,470000,Medium,4.27559,Seed,558,0.156049176,558,0.156049176,0.003829714,702
4984,2599,08-07-2015,Collectabillia,Celebrity Fashion Brand,Online Lending Platform,Bangalore,"""accel partners""",private equity,7500000,Very Large,68.2275,Private Equity,38,0.988264878,38,0.988264878,0.218071344,10
4985,2600,08-07-2015,Lendingkart,Online Finance lending platform,Online Lending Platform,Ahmedabad,"""saama capital""",private equity,10000000,Very Large,90.97,Private Equity,264,0.850237497,264,0.850237497,0.017438541,258
4986,2600,08-07-2015,Lendingkart,Online Finance lending platform,Online Lending Platform,Ahmedabad,"""  mayfield""",private equity,10000000,Very Large,90.97,Private Equity,321,0.794775077,321,0.794775077,0.00638478,570
4987,2600,08-07-2015,Lendingkart,Online Finance lending platform,Online Lending Platform,Ahmedabad,"""  ashvin chadha""",private equity,10000000,Very Large,90.97,Private Equity,300,0.819502654,300,0.819502654,0.01322012,330
4988,2600,08-07-2015,Lendingkart,Online Finance lending platform,Online Lending Platform,Ahmedabad,"""  shailesh mehta""",private equity,10000000,Very Large,90.97,Private Equity,321,0.794775077,321,0.794775077,0.00638478,570
4989,2601,08-07-2015,Lybrate,Healthcare Mobile App,Online Lending Platform,New Delhi,"""tiger global management""",private equity,10200000,Very Large,92.7894,Private Equity,19,0.994132439,19,0.994132439,0.143208742,23
4990,2601,08-07-2015,Lybrate,Healthcare Mobile App,Online Lending Platform,New Delhi,"""  ratan tata""",private equity,10200000,Very Large,92.7894,Private Equity,117,0.949427214,117,0.949427214,0.021214278,216
4991,2601,08-07-2015,Lybrate,Healthcare Mobile App,Online Lending Platform,New Delhi,"""  nexus venture partners""",private equity,10200000,Very Large,92.7894,Private Equity,37,0.988544286,37,0.988544286,0.093713356,43
4992,2602,08-07-2015,Zoomcar,Self-driven vehicle rental,Online Lending Platform,Bangalore,"""sequoia capital""",private equity,11000000,Very Large,100.067,Private Equity,21,0.993573624,21,0.993573624,0.231009288,9
4993,2602,08-07-2015,Zoomcar,Self-driven vehicle rental,Online Lending Platform,Bangalore,"""  empire angels""",private equity,11000000,Very Large,100.067,Private Equity,315,0.805671975,315,0.805671975,0.006652888,568
4994,2602,08-07-2015,Zoomcar,Self-driven vehicle rental,Online Lending Platform,Bangalore,"""  ngp""",private equity,11000000,Very Large,100.067,Private Equity,315,0.805671975,315,0.805671975,0.006652888,568
4995,2603,09-07-2015,\\xc2\\xa0News in shorts,\\xc2\\xa0News Aggregator mobile app,Online Lending Platform,\\xc2\\xa0Noida,"""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xc2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xa0tiger global""",private equity,1750000,Large,15.91975,Private Equity,495,0.431824532,495,0.431824532,0.004172892,648
4996,2604,09-07-2015,\\xc2\\xa0Bluestone,\\xc2\\xa0Online Jewellery Store,Online Lending Platform,\\xc2\\xa0Bangalore,"""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xc2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xa0ivycap ventures""",private equity,1750000,Large,15.91975,Private Equity,495,0.431824532,495,0.431824532,0.004172892,648
4997,2604,09-07-2015,\\xc2\\xa0Bluestone,\\xc2\\xa0Online Jewellery Store,Online Lending Platform,\\xc2\\xa0Bangalore,"""  accel partners""",private equity,1750000,Large,15.91975,Private Equity,23,0.993014809,23,0.993014809,0.14884878,20
4998,2604,09-07-2015,\\xc2\\xa0Bluestone,\\xc2\\xa0Online Jewellery Store,Online Lending Platform,\\xc2\\xa0Bangalore,"""  dragoneer investment group""",private equity,1750000,Large,15.91975,Private Equity,495,0.431824532,495,0.431824532,0.004172892,648
4999,2605,09-07-2015,\\xc2\\xa0Shopsity,\\xc2\\xa0Fashion Info Aggregator App,Online Lending Platform,\\xc2\\xa0Gurgaon,"""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xc2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xa0 sandeep aggarwal""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
5000,2605,09-07-2015,\\xc2\\xa0Shopsity,\\xc2\\xa0Fashion Info Aggregator App,Online Lending Platform,\\xc2\\xa0Gurgaon,"""  teruhide sato""",seed funding,1750000,Large,15.91975,Seed,469,0.608549874,469,0.608549874,0.007849935,505
5001,2606,09-07-2015,\\xc2\\xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,Online Lending Platform,\\xc2\\xa0New Delhi,"""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xc2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xa0rajeev saraf""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
5002,2606,09-07-2015,\\xc2\\xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,Online Lending Platform,\\xc2\\xa0New Delhi,"""  arvind jha""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
5003,2606,09-07-2015,\\xc2\\xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,Online Lending Platform,\\xc2\\xa0New Delhi,"""  r. satya narayanan""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
5004,2608,10-07-2015,\\xc2\\xa0Footprints Education,\\xc2\\xa0Pre-School Chain,Online Lending Platform,\\xc2\\xa0Gurgaon,"""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xc2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xa0letsventure""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
5005,2608,10-07-2015,\\xc2\\xa0Footprints Education,\\xc2\\xa0Pre-School Chain,Online Lending Platform,\\xc2\\xa0Gurgaon,"""  kumar bansal""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
5006,2608,10-07-2015,\\xc2\\xa0Footprints Education,\\xc2\\xa0Pre-School Chain,Online Lending Platform,\\xc2\\xa0Gurgaon,"""  kshitij jain""",seed funding,1750000,Large,15.91975,Seed,434,0.675607712,434,0.675607712,0.008095784,481
5007,2609,10-07-2015,\\xc2\\xa0Loylty Rewards,\\xc2\\xa0Premium Loyalty Rewards Point Management,Online Lending Platform,\\xc2\\xa0Mumbai,"""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xc2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xa0indianideas.com""",private equity,1750000,Large,15.91975,Private Equity,495,0.431824532,495,0.431824532,0.004172892,648
5008,2610,13-07-2015,\\xc2\\xa0Ameyo,\\xc2\\xa0Contact Center Software Platform,Online Lending Platform,\\xc2\\xa0Gurgaon,"""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xc2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xa0forum synergies pe fund""",private equity,1750000,Large,15.91975,Private Equity,495,0.431824532,495,0.431824532,0.004172892,648
5009,2611,13-07-2015,\\xc2\\xa0Mamagoto,\\xc2\\xa0Casual Dining restaurant Chain,Online Lending Platform,\\xc2\\xa0New Delhi,"""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xc2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xa0goldman sachs""",private equity,1750000,Large,15.91975,Private Equity,495,0.431824532,495,0.431824532,0.004172892,648
5010,2612,13-07-2015,\\xc2\\xa0Satvacart,\\xc2\\xa0Online Grocery Delivery,Online Lending Platform,\\xc2\\xa0Gurgaon,"""\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xc2\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\xa0palaash ventures""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
5011,2613,14-07-2015,MySmartPrice,Online comparison engine,Online Lending Platform,Hyderabad,"""accel partners""",private equity,10000000,Very Large,90.97,Private Equity,38,0.988264878,38,0.988264878,0.218071344,10
5012,2613,14-07-2015,MySmartPrice,Online comparison engine,Online Lending Platform,Hyderabad,"""  helion venture partners""",private equity,10000000,Very Large,90.97,Private Equity,32,0.989941324,32,0.989941324,0.096185043,41
5013,2614,14-07-2015,Zenify,Residential Rental management platform,Online Lending Platform,Bangalore,"""atul jalan""",seed funding,1750000,Large,15.91975,Seed,463,0.61497625,463,0.61497625,0.00787747,501
5014,2615,14-07-2015,Boxmyspace,Physical Storage warehouses,Online Lending Platform,Mumbai,"""ritesh veera""",seed funding,300000,Medium,2.7291,Seed,601,0.105895502,601,0.105895502,0.003784136,742
5015,2615,14-07-2015,Boxmyspace,Physical Storage warehouses,Online Lending Platform,Mumbai,"""  singapore angel network""",seed funding,300000,Medium,2.7291,Seed,293,0.824531992,293,0.824531992,0.046267238,90
5016,2615,14-07-2015,Boxmyspace,Physical Storage warehouses,Online Lending Platform,Mumbai,"""  orios venture partners""",seed funding,300000,Medium,2.7291,Seed,120,0.947471361,120,0.947471361,0.039217842,117
5017,2615,14-07-2015,Boxmyspace,Physical Storage warehouses,Online Lending Platform,Mumbai,""" """,seed funding,300000,Medium,2.7291,Seed,36,0.988823694,36,0.988823694,0.265038638,6
5018,2616,14-07-2015,HackerRank,Tech Recruitment platform,Online Lending Platform,Bangalore,"""hr technology fund""",private equity,7500000,Very Large,68.2275,Private Equity,351,0.769488684,351,0.769488684,0.005714511,586
5019,2617,14-07-2015,WickedRide,Bike Rental Platform,Online Lending Platform,Bangalore,"""undisclosed""",seed funding,790000,Medium,7.18663,Seed,191,0.906119028,191,0.906119028,0.045014353,95
5020,2618,14-07-2015,WoWexpress,Tech enabled logistics platform,Online Lending Platform,Mumbai,"""tamarind family private trust""",seed funding,500000,Medium,4.5485,Seed,555,0.171556301,555,0.171556301,0.003837758,699
5021,2619,15-07-2015,Oyo Rooms,Budget Hotel Accommodation,Online Lending Platform,Gurgaon,"""softbank""",private equity,100000000,Very Large,909.7,Private Equity,2,0.999720592,2,0.999720592,0.46183332,2
5022,2619,15-07-2015,Oyo Rooms,Budget Hotel Accommodation,Online Lending Platform,Gurgaon,"""  sequoia capital""",private equity,100000000,Very Large,909.7,Private Equity,6,0.998044146,6,0.998044146,0.251328063,8
5023,2620,15-07-2015,Mobikon,Restaurant customer engagement platform,Online Lending Platform,Pune,"""jungle ventures""",private equity,2300000,Large,20.9231,Private Equity,249,0.85694328,249,0.85694328,0.024875491,192
5024,2621,15-07-2015,InstaLively.com,Live video streaming app,Online Lending Platform,New Delhi,"""anupam mittal""",seed funding,1750000,Large,15.91975,Seed,407,0.715563006,407,0.715563006,0.01923456,238
5025,2621,15-07-2015,InstaLively.com,Live video streaming app,Online Lending Platform,New Delhi,"""  anand chandrasekaran""",seed funding,1750000,Large,15.91975,Seed,305,0.812517463,305,0.812517463,0.023973678,198
5026,2621,15-07-2015,InstaLively.com,Live video streaming app,Online Lending Platform,New Delhi,"""  uday shankar""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
5027,2621,15-07-2015,InstaLively.com,Live video streaming app,Online Lending Platform,New Delhi,"""  chetan bhagat""",seed funding,1750000,Large,15.91975,Seed,495,0.431824532,495,0.431824532,0.004172892,648
5028,2622,15-07-2015,Roadrunnr,Hyper local logistics platform,Online Lending Platform,Bangalore,"""sequoia capital""",private equity,11000000,Very Large,100.067,Private Equity,21,0.993573624,21,0.993573624,0.231009288,9
5029,2622,15-07-2015,Roadrunnr,Hyper local logistics platform,Online Lending Platform,Bangalore,"""  nexus venture partners""",private equity,11000000,Very Large,100.067,Private Equity,37,0.988544286,37,0.988544286,0.093713356,43
5030,2622,15-07-2015,Roadrunnr,Hyper local logistics platform,Online Lending Platform,Bangalore,"""  blume ventures""",private equity,11000000,Very Large,100.067,Private Equity,66,0.977088572,66,0.977088572,0.106554281,38
5031,2623,16-07-2015,Ketto,Crowd Funding Platform,Online Lending Platform,Mumbai,"""pradyumna dalmia""",seed funding,700000,Medium,6.3679,Seed,459,0.617211512,459,0.617211512,0.007889271,498
5032,2623,16-07-2015,Ketto,Crowd Funding Platform,Online Lending Platform,Mumbai,"""  sudhir rao & others""",seed funding,700000,Medium,6.3679,Seed,540,0.204246996,540,0.204246996,0.003891379,685
5033,2624,17-07-2015,QuikWallet,F&B sector Mobile Payment platform,Online Lending Platform,Mumbai,"""snow leopard technology ventures""",private equity,1600000,Large,14.5552,Private Equity,437,0.664151998,437,0.664151998,0.008066282,483
5034,2625,17-07-2015,Omnikart,Industrial Supplies B2B ecommerce,Online Lending Platform,Mumbai,"""sumit gandhi""",seed funding,100000,Small,0.9097,Seed,659,0.015227717,659,0.015227717,0.003730514,797
5035,2625,17-07-2015,Omnikart,Industrial Supplies B2B ecommerce,Online Lending Platform,Mumbai,"""  manish gandhi""",seed funding,100000,Small,0.9097,Seed,659,0.015227717,659,0.015227717,0.003730514,797
5036,2626,20-07-2015,Zo Rooms,Online budget hotel chain,Online Lending Platform,New Delhi,"""tiger global""",private equity,15000000,Very Large,136.455,Private Equity,27,0.99161777,27,0.99161777,0.133123779,27
5037,2626,20-07-2015,Zo Rooms,Online budget hotel chain,Online Lending Platform,New Delhi,"""  orios venture partners.""",private equity,15000000,Very Large,136.455,Private Equity,280,0.838083263,280,0.838083263,0.007725318,526
5038,2627,20-07-2015,Innoviti,Payment Solutions platform,Online Lending Platform,Bangalore,"""catamaran ventures""",private equity,4850000,Large,44.12045,Private Equity,402,0.719195306,402,0.719195306,0.005004026,608
